time,x,y,z,gx,gy,gz,barometer
3.896,-0.79,-0.29,0.24,-0.73,0.79,1.06,1007.25
3.96,-1.00,-0.31,0.21,-0.56,1.40,0.47,1007.39
3.99,-1.00,-0.31,0.21,-0.42,0.99,0.13,1007.36
4.072,-1.20,-0.37,0.19,-0.14,0.70,-0.43,1007.36
4.105,-1.16,-0.35,0.21,0.44,0.75,-1.17,1007.37
4.173,-1.13,-0.31,0.19,0.95,0.29,-1.25,1007.28
4.226,-1.18,-0.30,0.21,0.95,0.29,-1.25,1007.33
4.293,-1.07,-0.22,0.31,1.18,-0.03,-1.38,1007.30
4.337,-1.07,-0.22,0.31,1.37,-0.70,-1.15,1007.27
4.415,-1.02,-0.19,0.36,1.42,-1.21,-0.67,1007.30
4.477,-0.85,-0.21,0.36,0.48,-1.36,-0.11,1007.29
4.493,-0.75,-0.19,0.37,0.48,-1.36,-0.11,1007.29
4.493,-0.75,-0.19,0.37,0.48,-1.36,-0.11,1007.29
4.741,-0.75,-0.19,0.37,0.21,-1.36,0.43,1007.29
4.741,-0.75,-0.19,0.37,0.21,-1.36,0.43,1007.29
4.765,-0.67,-0.19,0.38,-0.26,-0.56,1.48,1007.26
4.833,-0.72,-0.22,0.38,-0.51,0.04,1.36,1007.43
4.894,-0.72,-0.23,0.30,-0.59,0.39,1.33,1007.43
4.9,-0.72,-0.23,0.30,-0.49,0.88,1.33,1007.36
4.992,-0.91,-0.25,0.26,-0.57,1.37,0.98,1007.33
5.08,-0.85,-0.27,0.25,-0.15,2.02,0.11,1007.17
5.12,-1.20,-0.26,0.28,0.20,1.50,-0.77,1007.33
5.172,-1.19,-0.27,0.31,0.50,1.01,-1.15,1007.33
5.232,-1.18,-0.24,0.31,0.95,0.38,-1.45,1007.36
5.295,-1.16,-0.22,0.26,0.95,0.38,-1.45,1007.30
5.328,-1.16,-0.22,0.26,1.15,-0.37,-1.39,1007.26
5.402,-1.12,-0.28,0.26,0.79,-0.70,-1.46,1007.32
5.465,-1.05,-0.29,0.26,0.81,-1.01,-1.30,1007.28
5.527,-0.90,-0.23,0.36,1.01,-1.31,-0.75,1007.28
5.599,-0.78,-0.18,0.41,0.74,-1.49,-0.04,1007.36
5.632,-0.75,-0.17,0.44,0.36,-1.56,0.87,1007.36
5.71,-0.67,-0.18,0.42,0.18,-1.23,1.33,1007.35
5.776,-0.61,-0.19,0.40,0.18,-1.23,1.33,1007.40
5.829,-0.59,-0.19,0.39,-0.07,-0.68,1.54,1007.39
5.886,-0.59,-0.19,0.39,-0.06,-0.10,1.75,1007.29
5.95,-0.65,-0.17,0.39,-0.10,0.71,1.58,1007.35
5.964,-0.65,-0.19,0.30,-0.30,1.75,1.70,1007.35
6.053,-0.74,-0.23,0.25,-0.69,2.00,1.13,1007.34
6.115,-1.16,-0.28,0.27,-0.69,2.00,1.13,1007.34
6.185,-1.16,-0.28,0.27,0.06,1.70,0.56,1007.40
6.227,-1.20,-0.26,0.32,0.51,1.86,-0.72,1007.33
6.284,-1.26,-0.19,0.35,0.83,1.09,-1.31,1007.33
6.37,-1.22,-0.14,0.33,1.29,-0.68,-1.59,1007.29
6.44,-1.18,-0.05,0.28,0.43,-1.05,-1.31,1007.30
6.444,-1.17,-0.13,0.28,0.43,-1.05,-1.31,1007.25
6.508,-1.07,-0.17,0.31,0.39,-1.42,-1.06,1007.33
6.588,-1.07,-0.17,0.31,0.33,-1.70,-0.40,1007.33
6.671,-0.94,-0.17,0.35,0.23,-1.79,0.20,1007.28
6.702,-0.82,-0.12,0.39,0.01,-1.69,0.91,1007.41
6.767,-0.68,-0.12,0.37,0.07,-1.12,1.51,1007.33
6.767,-0.68,-0.12,0.37,0.07,-1.12,1.51,1007.33
6.992,-0.64,-0.14,0.37,0.07,-1.12,1.51,1007.33
6.992,-0.64,-0.14,0.37,0.07,-1.12,1.51,1007.33
6.997,-0.68,-0.15,0.41,0.14,-0.48,1.64,1007.27
7.036,-0.82,-0.18,0.38,-0.19,1.17,1.19,1007.28
7.107,-0.79,-0.21,0.37,-0.16,1.75,0.62,1007.27
7.182,-0.79,-0.21,0.37,-0.07,1.50,0.00,1007.29
7.236,-1.03,-0.16,0.36,0.28,1.62,-0.78,1007.25
7.302,-1.11,-0.16,0.35,0.28,1.62,-0.78,1007.25
7.347,-1.18,-0.15,0.33,0.28,1.06,-1.22,1007.24
7.437,-1.18,-0.16,0.28,0.65,0.67,-1.53,1007.34
7.487,-1.17,-0.17,0.27,0.79,0.05,-1.59,1007.34
7.52,-1.15,-0.18,0.29,1.18,-0.43,-1.69,1007.34
7.593,-1.15,-0.18,0.29,1.18,-0.43,-1.69,1007.37
7.627,-1.07,-0.18,0.34,1.00,-0.95,-1.36,1007.25
7.712,-1.02,-0.16,0.37,0.88,-1.50,-0.52,1007.32
7.768,-0.87,-0.12,0.42,0.18,-1.91,0.96,1007.32
7.772,-0.71,-0.13,0.40,0.18,-1.91,0.96,1007.33
7.879,-0.62,-0.14,0.36,0.10,-1.47,1.50,1007.33
7.914,-0.62,-0.14,0.35,0.17,-0.72,1.83,1007.20
7.977,-0.63,-0.11,0.38,0.13,0.08,1.55,1007.25
8.08,-0.63,-0.11,0.38,-0.02,0.95,1.54,1007.25
8.116,-0.71,-0.13,0.44,-0.32,1.16,1.16,1007.24
8.21,-0.64,-0.09,0.42,-0.31,1.37,0.91,1007.22
8.24,-0.89,-0.16,0.40,-0.04,1.63,-0.06,1007.30
8.307,-1.03,-0.18,0.40,0.06,1.44,-0.69,1007.31
8.364,-1.11,-0.15,0.39,0.31,1.12,-0.99,1007.33
8.397,-1.10,-0.14,0.34,0.31,1.12,-0.99,1007.24
8.436,-1.12,-0.12,0.34,0.54,0.71,-1.36,1007.24
8.504,-1.13,-0.11,0.35,0.98,0.04,-1.45,1007.26
8.577,-1.13,-0.12,0.39,0.92,-0.64,-1.42,1007.29
8.636,-1.06,-0.18,0.41,0.46,-1.24,-1.20,1007.30
8.705,-1.06,-0.18,0.41,0.53,-1.76,-0.72,1007.30
8.774,-0.95,-0.17,0.45,0.39,-2.08,-0.05,1007.28
8.817,-0.87,-0.18,0.44,0.39,-2.08,-0.05,1007.34
8.895,-0.87,-0.18,0.44,0.28,-1.94,0.43,1007.34
8.957,-0.64,-0.19,0.52,0.46,-1.70,0.82,1007.25
8.975,-0.60,-0.18,0.57,0.54,-1.37,1.01,1007.25
9.027,-0.60,-0.18,0.57,0.54,-1.37,1.01,1007.22
9.027,-0.60,-0.18,0.57,0.54,-1.37,1.01,1007.22
9.298,-0.60,-0.18,0.57,0.56,-0.98,0.94,1007.22
9.298,-0.60,-0.18,0.57,0.56,-0.98,0.94,1007.22
9.298,-0.60,-0.18,0.57,0.56,-0.98,0.94,1007.22
9.368,-0.44,-0.09,0.84,0.01,-0.15,0.09,1007.23
9.377,-0.41,-0.08,0.85,0.01,-0.15,0.09,1007.27
9.467,-0.40,-0.07,0.83,-0.13,-0.12,0.10,1007.27
9.526,-0.40,-0.06,0.83,-0.06,-0.02,0.02,1007.27
9.59,-0.40,-0.06,0.83,-0.13,0.05,-0.02,1007.27
9.664,-0.39,-0.06,0.84,0.01,0.10,-0.05,1007.29
9.704,-0.43,-0.06,0.85,0.10,0.13,-0.08,1007.41
9.786,-0.43,-0.06,0.85,0.16,0.06,-0.18,1007.32
9.797,-0.42,-0.04,0.87,0.16,0.06,-0.18,1007.31
9.878,-0.43,-0.03,0.86,0.08,0.02,-0.10,1007.31
9.937,-0.42,-0.04,0.86,0.04,0.02,-0.12,1007.31
10.007,-0.43,-0.04,0.85,0.03,0.03,-0.07,1007.32
10.038,-0.44,-0.05,0.85,-0.02,0.00,-0.08,1007.32
10.11,-0.43,-0.05,0.85,-0.11,0.00,-0.08,1007.36
10.148,-0.43,-0.05,0.85,-0.11,0.00,-0.08,1007.37
10.238,-0.43,-0.06,0.84,-0.06,-0.00,-0.05,1007.24
10.303,-0.42,-0.08,0.85,-0.05,-0.01,-0.01,1007.30
10.374,-0.43,-0.06,0.84,0.01,-0.01,0.02,1007.22
10.427,-0.42,-0.10,0.83,-0.06,-0.00,-0.03,1007.26
10.468,-0.42,-0.10,0.83,-0.04,0.11,-0.18,1007.26
10.505,-0.43,-0.11,0.86,-0.38,-0.11,-0.04,1007.32
